Configuration: {'START': '2001-01-01', 'END': '2024-09-01', 'N_STOCK': 50, 'LEN_DATA': 5000, 'TRAIN_LEN': 60, 'PRED_LEN': 20, 'TRAIN_RATIO': 0.7, 'RESULT_DIR': 'result/GRU_False_equal_risk_parity_60_20', 'MODELS': ['GRU', 'TCN', 'TRANSFORMER'], 'MULTIMODAL_OPTIONS': [False], 'LOSS_FUNCTIONS': ['max_sharpe', 'equal_risk_parity', 'mean_variance'], 'TRAIN_LEN_OPTIONS': [60], 'PRED_LEN_OPTIONS': [20], 'SEED': 42, 'BATCH': 32, 'EPOCHS': 500, 'EARLY_STOP': 20, 'LR': 0.005, 'MOMENTUM': 0.9, 'USE_CUDA': True, 'LB': 0, 'UB': 0.2, 'N_FEAT': 50, 'BETA': 0.2, 'LOSS_FUNCTION': 'equal_risk_parity', 'TCN': {'n_output': 50, 'kernel_size': 4, 'n_dropout': 0.1, 'n_timestep': 60, 'hidden_size': 64, 'level': 3}, 'GRU': {'n_layers': 1, 'hidden_dim': 128, 'dropout_p': 0.3, 'bidirectional': False}, 'TRANSFORMER': {'n_timestep': 60, 'n_layer': 6, 'n_head': 5, 'n_dropout': 0.1, 'n_output': 50}, 'MODEL': 'GRU', 'MULTIMODAL': False}
Model: gru, Multimodal: False, Loss Function: equal_risk_parity
Loading and processing data...
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_325_loss_0.0057.pth
Epoch 326/500, Training Loss: 0.004439
Epoch 326/500, Validation Loss: 0.005713
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_326_loss_0.0057.pth
Epoch 327/500, Training Loss: 0.004438
Epoch 327/500, Validation Loss: 0.005713
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_327_loss_0.0057.pth
Epoch 328/500, Training Loss: 0.004439
Epoch 328/500, Validation Loss: 0.005713
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_328_loss_0.0057.pth
Epoch 329/500, Training Loss: 0.004438
Epoch 329/500, Validation Loss: 0.005712
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_329_loss_0.0057.pth
Epoch 330/500, Training Loss: 0.004436
Epoch 330/500, Validation Loss: 0.005712
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_330_loss_0.0057.pth
Epoch 331/500, Training Loss: 0.004435
Epoch 331/500, Validation Loss: 0.005712
Epoch 332/500, Training Loss: 0.004438
Epoch 332/500, Validation Loss: 0.005712
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_332_loss_0.0057.pth
Epoch 333/500, Training Loss: 0.004436
Epoch 333/500, Validation Loss: 0.005712
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_333_loss_0.0057.pth
Epoch 334/500, Training Loss: 0.004437
Epoch 334/500, Validation Loss: 0.005712
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_334_loss_0.0057.pth
Epoch 335/500, Training Loss: 0.004437
Epoch 335/500, Validation Loss: 0.005712
Epoch 336/500, Training Loss: 0.004435
Epoch 336/500, Validation Loss: 0.005711
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_336_loss_0.0057.pth
Epoch 337/500, Training Loss: 0.004435
Epoch 337/500, Validation Loss: 0.005711
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_337_loss_0.0057.pth
Epoch 338/500, Training Loss: 0.004436
Epoch 338/500, Validation Loss: 0.005711
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_338_loss_0.0057.pth
Epoch 339/500, Training Loss: 0.004436
Epoch 339/500, Validation Loss: 0.005711
Epoch 340/500, Training Loss: 0.004435
Epoch 340/500, Validation Loss: 0.005711
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_340_loss_0.0057.pth
Epoch 341/500, Training Loss: 0.004436
Epoch 341/500, Validation Loss: 0.005710
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_341_loss_0.0057.pth
Epoch 342/500, Training Loss: 0.004436
Epoch 342/500, Validation Loss: 0.005710
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_342_loss_0.0057.pth
Epoch 343/500, Training Loss: 0.004435
Epoch 343/500, Validation Loss: 0.005710
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_343_loss_0.0057.pth
Epoch 344/500, Training Loss: 0.004434
Epoch 344/500, Validation Loss: 0.005710
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_344_loss_0.0057.pth
Epoch 345/500, Training Loss: 0.004434
Epoch 345/500, Validation Loss: 0.005710
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_345_loss_0.0057.pth
Epoch 346/500, Training Loss: 0.004432
Epoch 346/500, Validation Loss: 0.005710
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_346_loss_0.0057.pth
Epoch 347/500, Training Loss: 0.004434
Epoch 347/500, Validation Loss: 0.005709
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_347_loss_0.0057.pth
Epoch 348/500, Training Loss: 0.004432
Epoch 348/500, Validation Loss: 0.005709
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_348_loss_0.0057.pth
Epoch 349/500, Training Loss: 0.004434
Epoch 349/500, Validation Loss: 0.005709
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_349_loss_0.0057.pth
Epoch 350/500, Training Loss: 0.004432
Epoch 350/500, Validation Loss: 0.005709
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_350_loss_0.0057.pth
Epoch 351/500, Training Loss: 0.004433
Epoch 351/500, Validation Loss: 0.005708
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_351_loss_0.0057.pth
Epoch 352/500, Training Loss: 0.004431
Epoch 352/500, Validation Loss: 0.005708
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_352_loss_0.0057.pth
Epoch 353/500, Training Loss: 0.004431
Epoch 353/500, Validation Loss: 0.005708
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_353_loss_0.0057.pth
Epoch 354/500, Training Loss: 0.004432
Epoch 354/500, Validation Loss: 0.005708
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_354_loss_0.0057.pth
Epoch 355/500, Training Loss: 0.004431
Epoch 355/500, Validation Loss: 0.005708
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_355_loss_0.0057.pth
Epoch 356/500, Training Loss: 0.004433
Epoch 356/500, Validation Loss: 0.005708
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_356_loss_0.0057.pth
Epoch 357/500, Training Loss: 0.004431
Epoch 357/500, Validation Loss: 0.005707
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_357_loss_0.0057.pth
Epoch 358/500, Training Loss: 0.004431
Epoch 358/500, Validation Loss: 0.005707
Epoch 359/500, Training Loss: 0.004431
Epoch 359/500, Validation Loss: 0.005707
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_359_loss_0.0057.pth
Epoch 360/500, Training Loss: 0.004430
Epoch 360/500, Validation Loss: 0.005707
Epoch 361/500, Training Loss: 0.004430
Epoch 361/500, Validation Loss: 0.005707
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_361_loss_0.0057.pth
Epoch 362/500, Training Loss: 0.004432
Epoch 362/500, Validation Loss: 0.005707
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_362_loss_0.0057.pth
Epoch 363/500, Training Loss: 0.004429
Epoch 363/500, Validation Loss: 0.005706
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_363_loss_0.0057.pth
Epoch 364/500, Training Loss: 0.004431
Epoch 364/500, Validation Loss: 0.005706
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_364_loss_0.0057.pth
Epoch 365/500, Training Loss: 0.004429
Epoch 365/500, Validation Loss: 0.005706
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_365_loss_0.0057.pth
Epoch 366/500, Training Loss: 0.004430
Epoch 366/500, Validation Loss: 0.005706
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_366_loss_0.0057.pth
Epoch 367/500, Training Loss: 0.004427
Epoch 367/500, Validation Loss: 0.005706
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_367_loss_0.0057.pth
Epoch 368/500, Training Loss: 0.004428
Epoch 368/500, Validation Loss: 0.005705
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_368_loss_0.0057.pth
Epoch 369/500, Training Loss: 0.004429
Epoch 369/500, Validation Loss: 0.005705
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_369_loss_0.0057.pth
Epoch 370/500, Training Loss: 0.004429
Epoch 370/500, Validation Loss: 0.005705
Epoch 371/500, Training Loss: 0.004429
Epoch 371/500, Validation Loss: 0.005705
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_371_loss_0.0057.pth
Epoch 372/500, Training Loss: 0.004426
Epoch 372/500, Validation Loss: 0.005705
Epoch 373/500, Training Loss: 0.004428
Epoch 373/500, Validation Loss: 0.005705
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_373_loss_0.0057.pth
Epoch 374/500, Training Loss: 0.004428
Epoch 374/500, Validation Loss: 0.005705
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_374_loss_0.0057.pth
Epoch 375/500, Training Loss: 0.004425
Epoch 375/500, Validation Loss: 0.005704
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_375_loss_0.0057.pth
Epoch 376/500, Training Loss: 0.004427
Epoch 376/500, Validation Loss: 0.005704
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_376_loss_0.0057.pth
Epoch 377/500, Training Loss: 0.004429
Epoch 377/500, Validation Loss: 0.005704
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_377_loss_0.0057.pth
Epoch 378/500, Training Loss: 0.004428
Epoch 378/500, Validation Loss: 0.005704
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_378_loss_0.0057.pth
Epoch 379/500, Training Loss: 0.004427
Epoch 379/500, Validation Loss: 0.005703
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_379_loss_0.0057.pth
Epoch 380/500, Training Loss: 0.004425
Epoch 380/500, Validation Loss: 0.005703
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_380_loss_0.0057.pth
Epoch 381/500, Training Loss: 0.004425
Epoch 381/500, Validation Loss: 0.005703
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_381_loss_0.0057.pth
Epoch 382/500, Training Loss: 0.004427
Epoch 382/500, Validation Loss: 0.005703
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_382_loss_0.0057.pth
Epoch 383/500, Training Loss: 0.004424
Epoch 383/500, Validation Loss: 0.005703
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_383_loss_0.0057.pth
Epoch 384/500, Training Loss: 0.004425
Epoch 384/500, Validation Loss: 0.005703
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_384_loss_0.0057.pth
Epoch 385/500, Training Loss: 0.004424
Epoch 385/500, Validation Loss: 0.005703
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_385_loss_0.0057.pth
Epoch 386/500, Training Loss: 0.004424
Epoch 386/500, Validation Loss: 0.005702
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_386_loss_0.0057.pth
Epoch 387/500, Training Loss: 0.004425
Epoch 387/500, Validation Loss: 0.005702
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_387_loss_0.0057.pth
Epoch 388/500, Training Loss: 0.004425
Epoch 388/500, Validation Loss: 0.005702
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_388_loss_0.0057.pth
Epoch 389/500, Training Loss: 0.004422
Epoch 389/500, Validation Loss: 0.005702
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_389_loss_0.0057.pth
Epoch 390/500, Training Loss: 0.004421
Epoch 390/500, Validation Loss: 0.005702
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_390_loss_0.0057.pth
Epoch 391/500, Training Loss: 0.004424
Epoch 391/500, Validation Loss: 0.005702
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_391_loss_0.0057.pth
Epoch 392/500, Training Loss: 0.004422
Epoch 392/500, Validation Loss: 0.005701
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_392_loss_0.0057.pth
Epoch 393/500, Training Loss: 0.004424
Epoch 393/500, Validation Loss: 0.005701
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_393_loss_0.0057.pth
Epoch 394/500, Training Loss: 0.004422
Epoch 394/500, Validation Loss: 0.005701
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_394_loss_0.0057.pth
Epoch 395/500, Training Loss: 0.004422
Epoch 395/500, Validation Loss: 0.005701
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_395_loss_0.0057.pth
Epoch 396/500, Training Loss: 0.004423
Epoch 396/500, Validation Loss: 0.005701
Epoch 397/500, Training Loss: 0.004423
Epoch 397/500, Validation Loss: 0.005701
Epoch 398/500, Training Loss: 0.004421
Epoch 398/500, Validation Loss: 0.005700
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_398_loss_0.0057.pth
Epoch 399/500, Training Loss: 0.004422
Epoch 399/500, Validation Loss: 0.005700
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_399_loss_0.0057.pth
Epoch 400/500, Training Loss: 0.004420
Epoch 400/500, Validation Loss: 0.005700
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_400_loss_0.0057.pth
Epoch 401/500, Training Loss: 0.004420
Epoch 401/500, Validation Loss: 0.005700
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_401_loss_0.0057.pth
Epoch 402/500, Training Loss: 0.004421
Epoch 402/500, Validation Loss: 0.005700
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_402_loss_0.0057.pth
Epoch 403/500, Training Loss: 0.004419
Epoch 403/500, Validation Loss: 0.005700
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_403_loss_0.0057.pth
